#	Tc	i	j	k_{i,j}
100	1	2	2.37212963672547996519923006672342646136257948792395123691172503237700995963990547640904140280483491512886513392342898139779308766084411338309440144811273506197644215895821507916607401063753270509342e10
100	1	3	2.72804777302145975790763478588054986777876994743277739232238417326844191082019576371743495676438238914501342594815509676780910484323483025567864565774059114528529915367767360601350818055755998101061e-17
100	1	4	-2.76960306776098659123861946450185107578923260578125220747580987876264084077164218121704177877037501248864994258540660097434884687720898112518642452523807396714459490102013129493071046947918378322912e-17
100	2	1	1.959475173752092881944828013053432776268561752195603128901496974235634483050383621986540508498612039166683044257758247555949334339179014196823235215597416245059530499169007922167449482814788688426928e10
100	2	2	-2.372129636725480097974846150381110705764130098609171349128512535360792189251572420578280252224092054644168108762905893368220620912025731231835301599219207078447770288142139415839737712890398956248319e10
100	2	3	-1.40001121358761287916871283298344288304054426624938035068811101103429315403028473937463013433872574584323899531095411677026523771558229280341399773144060720006754560521303903714482583550965652111562e-17
100	2	4	2.61490099145865993317733973896361977515837300559117356702494533857012567561518886114962714648283860180238177503950950540278695146027200441458943412302505264527095621250469770503889583278746263015936e-17
100	3	1	5.1696114816793228603015597755581071175092776740740534896477612949087497680116268185320041775347483334314795640743085153472509159595868376269296828843185595397382747950247940943080813821317421065884e-8
100	3	2	1.436667012061550679774434947627522201500473808395637410226310370811278342150959822646467420025713386722441426756152496020968741646853570961112574571483159619355146223448174370826471847529405409553386e-6
100	3	3	-1.020466153474907665331620221294548456158694952671176041585610204510791298582294532981371988633192933084692913351212541425997721490365473792292303482884520085999610068695471551388714112131418328804237e11
100	3	4	1.053011018353741696512727873906108057540533108530340777092091386538742938942038355676436487172071661876733329307649410015452350944367262138202454397946476076875638784482772421807733515970010180411675e11
100	4	1	-7.42451008079919606842721135664459150889787721434981789601203948414863157774991571377684354687706561616294198455961562981061413265549149905652117496846823162399490798983289369046570838960175030062e-10
100	4	2	-1.08910851224973837330419441520670000378305933365799587930193701369585953656767251251314390277318617602737151423640679842481332645342506240947861290191320375988409586425645708314922858867527829834469e-7
100	4	3	1.020466153474907665331620221161744800215310264797283846295899506036968730463954828817944672409778057405701810916932059183432057160188030728572205483130133373234356323469006758758715717609642973957774e11
100	4	4	-1.053011018353741696512727873890637849910300442724212804538268256475656978923030491631350033152820145361087997300907946786698709875740445383612744840790286535181941113423073381586431383782646311560131e11
150	1	1	-4.45841586350464752094928810394268648149407667162199223304629545201973638773876255296404142306581226639423646407217329100670214969449729057081949986001425278661449959480451684281256575611985480389903e10
150	1	2	4.18243039418147927905971617068823362977416090396350746659926579979543355242065928796905210626131749911993533241901067619071311405546828187780797160356330859570973674908669737330549711037342103068068e10
150	1	3	1.62859817895203650688976140144310589470324856274595344325236311780047808030239505572859806487929061223375442613672202978035527454440153171579623963181117730388033727850032934541178215404893728042214e-14
150	1	4	-1.6733279675292988734675389839267679450055888469072546669934197188974880793855430803110389521606812513544837963720216663512342182372768132650403122060719616869256148544163290640868230576889698688454e-14
150	2	1	4.4584158635046467458770825642290591662162300208659716757100639849759070790579968663090643221898652231467860633973592963641642995071866076947139520329057927568003766074919602050299930294494261798159e10
150	2	2	-4.18243039418149098988859055368703537871339593989162297560127874709285741279070522698876051487721187460371322842681272345355051633966700106096324199774701428691757477536863592499580143289792433647302e10
150	2	3	7.8491535661666757522798607238624026328651368452402692517052711533106682190311871857715286572663081379947433308169734157020633257266213067085440790310435147045225249683860652208512369638439588786711e-15
150	2	4	1.37633324862483855838001053998743011648919577473837433880383635861423655177704990828141902043454601781279394988414956463874127676307456572311725398058887010632499626739108522882432819433283098437041e-14
150	3	1	7.8288315072207203262018049004135364006970640830867071125551990048515500560794336833912193232475038128098723561361845905745672448688317046694857723225489543588501379941386133342360279644931639257649e-6
150	3	2	0.0001263945099318566359484289739276958803619672917249735460796090675251525469888109090443301158200763440296043663477688650402695510362138511848963934204887293077805246556378541826973224297974240394679842
150	3	3	-1.459489430435982348099122944813130257915488544129079190140831275434616989174938029637699271063229862965408160203300576048946886495943868499145753282507763427973826811154004502376844141376107296392919e11
150	3	4	1.59686910281126372482286942069999433907943842195955422469898357077210219510193566278489699495190021952396900336961533435173835229537463798852454388940227189894874462447458024297837048322545387591774e11
150	4	1	-7.81094518235840530490264339059761951237017684162688194683913479850002850706742129587448192407556728634469776343114837458061893905606200691876310926758287924723122668719090479951966513999450420806e-8
150	4	2	-9.286221188026647930939581577336599206877271595500571841005367065762349904724750100575278041116266009131737973746023053077719483509909347839481342108466488395007752594628937664264506361412964400838e-6
150	4	3	1.459489430435982348099122703461776701045080332354331807206215476458392262176901187348675957908739642414030729628207515456804283173067946657208618226347051721607588146089251010823966708117129762499332e11
150	4	4	-1.59686910281126372482286939100052244863340691320670983076520071913279497821390284382656096662674745867465180040762216173821499812638998920131437264010812447872399043216875769466921242316359517339336e11
200	1	1	-8.37940062290104349298074966855436236184274899669634984426900032858514281485549206788844652659569833554491484435748632876005672079991896261481536489829884243247202207378224630024746624022603127526872e10
200	1	2	6.50994305535719033739919197368205096793122295426353040000031282876033247103916707888518817574443050094541052699062216672993588698719299899701565971894434535822858955499574157169037379291188875429589e10
200	1	3	2.23123972868708802217011111651769060508003753190976216856408879604571944455770322679888502602879684316340167656596530481039793692337010600576731470546388581803631226367038306415786342693703001696796e-11
200	1	4	-2.48277869666342455939997825372751617102807543210689774084986906722895177380258732785421077855407424356890715979045358420220567411403497996053725387493287287295559894191318009630903056642308784523066e-11
200	2	1	8.37940062290099935831019517216669500104769275783825668484768166599705667488300192743841059489244088743788926951368079766224740711181240742336582342694716329580008185802078257942716534587346421654299e10
200	2	2	-6.5099430553575871284405794320053882705792868204529864901821496293401948233002589926434555895503938198570735448792095438059058544491739027105854147303647639489542331806244547162411020708483092697338e10
200	2	3	-1.32183201499143994582223949425155538573007350934561160942325555256549604974920787888099865189163014459387438574886576067564794439547130997688869009121807686028341247202315280599173889201875295675451e-11
200	2	4	2.36385394484218518258553080560282395854902794944429848951689607204919848713959643672778472162214868070874473125082129586415910696000411864744967498059957198193752215717579965601793714474472608254882e-11
200	3	1	0.000446551771062259592474004418219636477795250451271628758927230132471570849783443656780656519489965145292587181257500596727139533797571388986627408926887321520123476067587295143536548150032361616043741
200	3	2	0.004278817584426332046727580112247526376223270725472883092180862830480170282738926735510624302658451096056511583036912931504113017341951476174064287676243919675257158086423856926786030619862891431179517
200	3	3	-1.975568240911494004549593159501894524247541295272180663037981347353518688931665146924187017120407002451307703249981716931008074067722027966348877095256406161201489867945924654779460936457557734600972e11
200	3	4	2.245714050842214625833284667740416803436124734383495816439720484750417339973016479278134061310406338777816076310475636716058157084877832389441475668578690717633409979777308406924291942119493663406754e11
200	4	1	-5.205065517295715800396467657247896863656238085002878065830407570166349424126624206175449234216707237276203164363715661587619302156675469836042207485163905486267864578351617865960892699425756212282e-6
200	4	2	-0.0003109071705517488133545536316088644816623689071048772935573402195610327000647886758774351860282722101827408233372383116950758816444013619698783804198076633881257125791410775625808762407525193610479
200	4	3	1.975568240911494004549502218730524959439906508109954049516046350951262273875751063599838994780926152916515914612568000261151121338640318011935402096003616281598602005484500073883685646478393011575155e11
200	4	4	-2.245714050842214625833272775265234679498443289638683347218472580002151080047883181978616085981740039688703433704782444159772140842023869160607671011863287631502101221887875076835190134441019925362725e11
250	1	1	-1.403553937926020557650684984426383000759900044715469964220099959488688178742356927461997150203118530785444581743513516566982879015036129600761265841546115998270050716187317731000630001285271136280655e11
250	1	2	9.34070304945784822029533381782520759885835201229223959830063196105131675443525822163786679938081682073832945291048565853747520684231510825139630075461585098033590701261128585091108920306477735592554e10
250	1	3	1.8122987626734307351158732767446844268549436225454103805603596925418736512181851444339653656081795059862757734612792499878874865427945631282573156964662571756761212397912730331578858210640259396595e-9
250	1	4	-2.060379811405150914212460993901886300016414868983555410489407371928925625980869890361432114936510113094947339246292577223245198060133243880872361438166950637951748132665390123637959067767828036595216e-9
250	2	1	1.403553937925902875141383017384686956469658750946883822926164342872712554725945340354458105463698424373341716399162225078302150395949463096064588723807432216302384095594399360577688502165175590478029e11
250	2	2	-9.34070304946483043117909213061513483165518186903929410804034661269642041662915357126794810201472242485437213687197379181067153462392373674475194529546158260772960677985700407791135490453180076154331e10
250	2	3	-7.0432892856001124123368194585854878033954918312182813422215644767680460703240656683898159877625015707555161432039791811603738940208201247261822348184014614683604909139102542195683249192016102297586e-10
250	2	4	1.91614815795566169992447822470803855553434628343542495018478678349466621145253583782224991262091390950329655674440308098008563022105022638013469144966188050048803496763369468098695788616280658350206e-9
250	3	1	0.01185724887508022527556700633464499638378131578429956644231216739844298382646754273803197558868594244103576363117590960534834628403773393168089641730639386005805543232760251871472531499746013665783588
250	3	2	0.0748744330562816984629767129795990137263421983569743561375550574560938711164123520270416637292974414044179549190520825451484100650870670480095328765694994010069255271611783599946542479143888465512473
250	3	3	-2.505140714389740664522320372510375564275786149039691461535550831666701707335889597245515305756776312046692661142835923256068342533189228537506918362312821306816845397313656601717541672648757724491178e11
250	3	4	2.959585391601664363701245271321715392870275940401756340765548284205297753442801561766219132186812912130464733140497056504802619593307522912141314005354948264532794236482084564327224511857765920707402e11
250	4	1	-0.0000889979448835211059625773105156195251671863907379048447497657572842730725630687960213343783994080059066147631030476966816958143700221578125182205397318007662183900334526067051707347348997208894374
250	4	2	-0.0050523242186985705637043850113004462557971009598278396865184355171403748155993256879856225688706017895366221870888047290621251315306216395522166026325017285497432571585213453244201917367353303719433
250	4	3	2.505140714389740664511240674169241369336964235730830105070396887272465884872507564796864615314918526270742823474516629766961100941780415218788417390905695800260454475167395491429140951164755248379168e11
250	4	4	-2.959585391601664363699802954787220500727396112709817863320727598349816448839755355881876538041529571605072911117341094468886111768288627949709718326964118089525417536597033862952587380207448966280892e11
